Department,Course,Section,Title,Course Division,Credits,Limit,Enrolled,Start Date,End Date,Offer Days1,Time From1,Time To1,Instructor1,Room Abbreviation1,Room Number1,Campus1,Offer Days2,Time From2,Time To2,Instructor2,Room Abbreviation2,Room Number2,Campus2
ECON,23020,12,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,30,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Najjar Annette,HARMN,217,MAIN,,,,,,,
ECON,23020,13,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,29,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Hafer Rik,HARMN,217,MAIN,,,,,,,
ECON,23020,15,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,30,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Bailey William,HARMN,119,MAIN,,,,,,,
ECON,23020,22,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,30,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Bailey William,HARMN,229,MAIN,,,,,,,
ECON,23020,BV11,Principles of Microeconomics (GE-SocSci),BV-BUSINESS & ENTREPRENEURSHIP,3,25,9,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Sivkov Roman,BLV-L,116,BELLEVILLE,,,,,,,
ECON,23020,OL11,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,30,1/13/2020,3/8/2020,ARR,,,Najjar Annette,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,23020,OL21,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,3/16/2020,5/8/2020,ARR,,,Whitworth Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,23020,OL22,Principles of Microeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,0,0,3/16/2020,5/8/2020,ARR,,,Sivkov Roman,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,23030,11,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,30,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Mathea Mike,HARMN,231,MAIN,,,,,,,
ECON,23030,12,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,18,1/13/2020,5/8/2020,MWF,8:00AM,8:50AM,Black Grant,HARMN,145,MAIN,,,,,,,
ECON,23030,13,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,32,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Mathea Mike,HARMN,233,MAIN,,,,,,,
ECON,23030,21,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,25,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Mathea Mike,HARMN,217,MAIN,,,,,,,
ECON,23030,2HSL1,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,0,3/16/2020,5/8/2020,W,6:00PM,10:00PM,Beiseitov Eldar,OPO,10,ST LOUIS CITY,,,,,,,
ECON,23030,BV12,Principles of Macroeconomics (GE-SocSci),BV-BUSINESS & ENTREPRENEURSHIP,3,25,7,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Hamzany Jihan,BLV-M,306,BELLEVILLE,,,,,,,
ECON,23030,OL11,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,20,19,1/13/2020,3/8/2020,ARR,,,Whitworth Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,23030,OL21,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,3/16/2020,5/8/2020,ARR,,,Whitworth Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,23030,OL22,Principles of Macroeconomics (GE-SocSci),PLASTER BUSINESS & ENTREPRENEURSHIP,3,0,0,3/16/2020,5/8/2020,ARR,,,Sivkov Roman,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,33037,21,Current Economic and Social Policy,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,13,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Wall Howard,HARMN,131,MAIN,,,,,,,
ECON,33045,11,Intermediate Macroeconomics,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,16,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Hafer Rik,HARMN,229,MAIN,,,,,,,
ECON,33051,OL21,U.S. Economic History,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,13,3/16/2020,5/8/2020,ARR,,,Ferrarini Tawni Hunt,ONLIN,ONLINE,ONLINE,,,,,,,
ECON,33060,11,History of Economic Thought,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,11,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Najjar Annette,HARMN,217,MAIN,,,,,,,
ECON,43010,21,Labor Economics,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,4,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Black Grant,HARMN,145,MAIN,,,,,,,
ECON,43078,11,Econometrics,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,9,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Wall Howard,HARMN,217,MAIN,,,,,,,
ECON,43095,PIF11,Internship,PLASTER BUSINESS & ENTREPRENEURSHIP,3,5,0,1/13/2020,5/8/2020,ARR,,,Wehmer-Callahan Laura,INTSH,INTRSHP,MAIN,,,,,,,
EDA,50000,OL01,School Administration Orientation,EDUCATION,0,60,19,1/13/2020,5/8/2020,ARR,,,Weir Graham,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,50500,31,Foundations of Education Administration,EDUCATION,3,20,9,1/13/2020,5/8/2020,W,7:05PM,9:35PM,Stewart Kathy,ROEMR,213,MAIN,,,,,,,
EDA,51000,OL01,Elementary School Administration and Organization,EDUCATION,3,10,0,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,MAIN,,,,,,,
EDA,51200,OL01,Secondary School Administration Organization,EDUCATION,3,20,0,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,MAIN,,,,,,,
EDA,51400,OL01,Foundations and Administration of Special Education,EDUCATION,3,22,4,1/13/2020,5/8/2020,ARR,,,Vanderpool William,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,51500,HYB01,School Supervision,EDUCATION,3,20,4,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Eikel Randy,LARC,05,MAIN,,,,,,,
EDA,51500,HYPW,School Supervision,EDUCATION,3,20,3,1/13/2020,5/8/2020,T,4:25PM,6:55PM,Shelton Michael,PWYSD,PKWAY SWEST MID,EDUC EXTENSION,,,,,,,
EDA,52000,HYB01,School Business Management,EDUCATION,3,20,10,1/13/2020,5/8/2020,W,7:05PM,9:35PM,Eikel Randy,LARC,05,MAIN,,,,,,,
EDA,52000,HYPW,School Business Management,EDUCATION,3,20,0,1/13/2020,5/8/2020,T,7:00PM,9:30PM,Carl Kevin,PWYSD,PKWAY SWEST MID,EDUC EXTENSION,,,,,,,
EDA,52500,HYSW,School Law,EDUCATION,3,20,7,1/13/2020,5/8/2020,T,4:30PM,6:55PM,Wistrom Chance,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,52500,OL01,School Law,EDUCATION,3,22,5,1/13/2020,5/8/2020,ARR,,,Brink John,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,53000,31,Public and Community Relations,EDUCATION,3,35,9,1/13/2020,5/8/2020,W,7:05PM,9:35PM,Gettemeier Edward,YOUNG,310,MAIN,,,,,,,
EDA,53000,HYFS,Public and Community Relations,EDUCATION,3,20,12,1/13/2020,5/8/2020,T,7:00PM,9:30PM,Pritchett Jim,FORSD,FORSYTH SD,EDUC EXTENSION,,,,,,,
EDA,53000,HYNC1,Public and Community Relations,EDUCATION,3,20,9,1/13/2020,5/8/2020,T,7:00PM,9:30PM,Diaz-Granados Carlos,NORCO,FLORISNT CAMPUS,EDUC EXTENSION,,,,,,,
EDA,53500,31,School Facilities,EDUCATION,3,25,12,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Bergner Gregory,ROEMR,217,MAIN,,,,,,,
EDA,53500,HYWY,School Facilities,EDUCATION,3,20,11,1/13/2020,5/8/2020,W,7:00PM,9:30PM,Poyser Shawn,OTCWY,OTC-WAYNESVILLE,EDUC EXTENSION,,,,,,,
EDA,54500,OL01,Special Education Law,EDUCATION,3,22,5,1/13/2020,5/8/2020,ARR,,,Brink John,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,54600,31,Data-Based Decision-Making,EDUCATION,3,20,14,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Steffes Bob,ROEMR,311,MAIN,,,,,,,
EDA,54600,HYSW,Data-Based Decision-Making,EDUCATION,3,20,5,1/13/2020,5/8/2020,T,7:00PM,9:30PM,Evans Michael,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,58598,OL01,Special Education Field Experience for Administrators,EDUCATION,3,22,2,1/13/2020,5/8/2020,ARR,,,Vanderpool William,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,59003,OL01,Special Topics: Elementary Field Experience,EDUCATION,3,25,4,1/13/2020,5/8/2020,ARR,,,Weir Graham,ONLIN,ONLINE,MAIN,,,,,,,
EDA,59004,OL01,Special Topics: Secondary Field Experience,EDUCATION,3,25,0,1/13/2020,5/8/2020,ARR,,,Weir Graham,ONLIN,ONLINE,MAIN,,,,,,,
EDA,59005,OL01,Special Topics: K-12 Administration and Organization,EDUCATION,3,22,10,1/13/2020,5/8/2020,ARR,,,Gavin Michael,ONLIN,ONLINE,MAIN,,,,,,,
EDA,59006,OL01,Special Topics: Admin and Org for the Elementary Principal,EDUCATION,1,10,5,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,59007,OL01,Special Topics: Admin and Org for the Secondary Principal,EDUCATION,1,10,5,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,59008,HYSW,Special Topics: K12 Field Experience,EDUCATION,3,20,0,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Overstreet Mark,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,59008,OL01,Special Topics: K12 Field Experience,EDUCATION,3,15,12,1/13/2020,5/8/2020,ARR,,,Weir Graham,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,60500,HYWY,Advanced School Law,EDUCATION,3,20,6,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Johnson Merlyn,OTCWY,OTC-WAYNESVILLE,EDUC EXTENSION,,,,,,,
EDA,60810,OL01,Elementary School Administration and Organization,EDUCATION,3,20,0,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,60910,OL01,Secondary School Administration and Organization,EDUCATION,3,20,0,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,61500,HYB01,Advanced School Finance,EDUCATION,3,20,15,1/13/2020,5/8/2020,M,7:05PM,9:35PM,Brazeale Charles,ROEMR,311,MAIN,,,,,,,
EDA,61600,HYB01,School Supervision,EDUCATION,3,15,1,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Eikel Randy,LARC,05,MAIN,,,,,,,
EDA,61600,HYPW,School Supervision,EDUCATION,3,20,5,1/13/2020,5/8/2020,T,4:25PM,6:55PM,Shelton Michael,PWYSD,PKWAY SWEST MID,EDUC EXTENSION,,,,,,,
EDA,61800,HYB01,School Business Management,EDUCATION,3,15,5,1/13/2020,5/8/2020,W,7:05PM,9:35PM,Eikel Randy,LARC,05,MAIN,,,,,,,
EDA,61800,HYWY,School Business Management,EDUCATION,3,99,0,1/13/2020,5/8/2020,W,7:00PM,9:30PM,Caffey Randy,OTCWY,OTC-WAYNESVILLE,EDUC EXTENSION,,,,,,,
EDA,62600,HYSW,School Law,EDUCATION,3,20,9,1/13/2020,5/8/2020,T,4:25PM,6:55PM,Wistrom Chance,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,62600,OL01,School Law,EDUCATION,3,20,3,1/13/2020,5/8/2020,ARR,,,Brink John,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,64100,PIF31,Educational Administration Internship,EDUCATION,3,20,6,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Ricker Timothy,ROEMR,219,MAIN,,,,,,,
EDA,64200,PIF31,Instructional Leadership Internship,EDUCATION,3,10,2,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Ricker Timothy,ROEMR,219,MAIN,,,,,,,
EDA,64500,31,Statistics in Educational Administration,EDUCATION,3,20,7,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Freebersyser Wendy,YOUNG,308,MAIN,,,,,,,
EDA,64500,HYSW,Statistics in Educational Administration,EDUCATION,3,20,10,1/13/2020,5/8/2020,W,7:00PM,9:30PM,Grover Kathy,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,64600,31,Data-Based Decision-Making,EDUCATION,3,20,15,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Steffes Bob,ROEMR,311,MAIN,,,,,,,
EDA,64600,HYSW,Data-Based Decision-Making,EDUCATION,3,20,3,1/13/2020,5/8/2020,T,7:00PM,9:30PM,Evans Michael,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,65000,HYB01,Specialist Project,EDUCATION,3,20,18,1/13/2020,5/8/2020,T,4:25PM,6:55PM,Elder Robyne,ROEMR,315,MAIN,,,,,,,
EDA,65000,HYSW,Specialist Project,EDUCATION,3,20,9,1/13/2020,5/8/2020,M,7:00PM,9:30PM,Spooner Pamela,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,65000,HYWY,Specialist Project,EDUCATION,3,20,0,1/13/2020,5/8/2020,,12:00PM,12:00PM,Staff Staff,CNCLD,CNCLD,EDUC EXTENSION,,,,,,,
EDA,69005,OL01,Special Topics: K-12 Administration and Organization,EDUCATION,3,25,21,1/13/2020,5/8/2020,ARR,,,Gavin Michael,ONLIN,ONLINE,MAIN,,,,,,,
EDA,69901,HYSW,Special Topics: K12 Field Experience,EDUCATION,3,99,0,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Overstreet Mark,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,69901,OL01,Special Topics: K12 Field Experience,EDUCATION,3,20,17,1/13/2020,5/8/2020,ARR,,,Weir Graham,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,70000,HYSW,Instructional Program Leadership and Assessment,EDUCATION,3,20,7,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Kite Travis,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,70000,OL01,Instructional Program Leadership and Assessment,EDUCATION,3,15,10,1/13/2020,5/8/2020,ARR,,,Leavitt Lynda,ONLIN,ONLINE,MAIN,,,,,,,
EDA,73000,OL01,Educational Program Improvement,EDUCATION,3,15,11,1/13/2020,5/8/2020,ARR,,,Ramey Jackie,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,74500,31,Statistics in Educational Administration,EDUCATION,3,16,5,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Winslow Kevin,LARC,309,MAIN,,,,,,,
EDA,74500,HYSW,Statistics in Educational Administration,EDUCATION,3,20,1,1/13/2020,5/8/2020,W,7:00PM,9:30PM,Grover Kathy,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,74800,PIF31,Instructional Leadership Internship,EDUCATION,3,20,5,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Ricker Timothy,ROEMR,219,MAIN,,,,,,,
EDA,75000,31,Capstone I,EDUCATION,3,20,9,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Nasser Mitch,ROEMR,217,MAIN,,,,,,,
EDA,75500,31,Sem in Educational Ldrshp: Perspectives on Policy & Practice,EDUCATION,3,20,6,1/13/2020,5/8/2020,M,7:05PM,9:35PM,Sherblom Stephen,MAB,301,MAIN,,,,,,,
EDA,76700,HYSW,Quantitative Methods Design in Educational Research,EDUCATION,3,20,10,1/13/2020,5/8/2020,W,4:25PM,6:55PM,Guy Phillip,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,76800,31,Qualitative Methods in Educational Research,EDUCATION,3,15,8,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Isenberg Susan,LARC,205,MAIN,,,,,,,
EDA,77000,31,Capstone II,EDUCATION,3,20,8,1/13/2020,5/8/2020,M,7:05PM,9:35PM,Wisdom Sherrie,LARC,205,MAIN,,,,,,,
EDA,77000,HYSW,Capstone II,EDUCATION,3,20,11,1/13/2020,5/8/2020,W,7:00PM,9:30PM,St. John Amy,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,77500,31,Capstone III and Leadership Seminar,EDUCATION,6,20,16,1/13/2020,5/8/2020,T,4:25PM,9:35PM,Rapoff Beth,ROEMR,205,MAIN,,,,,,,
EDA,77500,HYSW,Capstone III and Leadership Seminar,EDUCATION,6,20,10,1/13/2020,5/8/2020,S,9:00AM,12:30PM,Grover Kathy,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
EDA,78000,ARBS,Capstone Experience,EDUCATION,1,99,6,1/13/2020,5/8/2020,ARR,,,Steffes Bob,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARCM,Capstone Experience,EDUCATION,1,10,1,1/13/2020,5/8/2020,ARR,,,Marion Charles,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARFG,Capstone Experience,EDUCATION,1,99,2,1/13/2020,5/8/2020,ARR,,,Giuseffi Francesco,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARGW,Capstone Experience,EDUCATION,1,99,5,1/13/2020,5/8/2020,ARR,,,Weir Graham,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARJH1,Capstone Experience,EDUCATION,1,99,1,1/13/2020,5/8/2020,ARR,,,Hutcheson Jill,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARJL1,Capstone Experience,EDUCATION,1,99,1,1/13/2020,5/8/2020,ARR,,,Lively Jason Dude,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARJR,Capstone Experience,EDUCATION,1,99,1,1/13/2020,5/8/2020,ARR,,,Ramey Jackie,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARKG,Capstone Experience,EDUCATION,1,99,8,1/13/2020,5/8/2020,ARR,,,Grover Kathy,ARR,ARRANGED,EDUC EXTENSION,,,,,,,
EDA,78000,ARKW,Capstone Experience,EDUCATION,1,99,2,1/13/2020,5/8/2020,ARR,,,Winslow Kevin,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARLL,Capstone Experience,EDUCATION,1,99,5,1/13/2020,5/8/2020,ARR,,,Leavitt Lynda,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARMN,Capstone Experience,EDUCATION,1,99,3,1/13/2020,5/8/2020,ARR,,,Nasser Mitch,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARPS,Capstone Experience,EDUCATION,1,99,12,1/13/2020,5/8/2020,ARR,,,Spooner Pamela,ARR,ARRANGED,EDUC EXTENSION,,,,,,,
EDA,78000,ARRE,Capstone Experience,EDUCATION,1,99,6,1/13/2020,5/8/2020,ARR,,,Elder Robyne,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARSD,Capstone Experience,EDUCATION,1,99,20,1/13/2020,5/8/2020,ARR,,,Devore Sherry,SPRIN,SPRINGFILD SITE,SOUTHWEST MO,,,,,,,
EDA,78000,ARSF,Capstone Experience,EDUCATION,1,99,10,1/13/2020,5/8/2020,ARR,,,Fransen Shelly,ARR,ARRANGED,EDUC EXTENSION,,,,,,,
EDA,78000,ARSS,Capstone Experience,EDUCATION,1,99,3,1/13/2020,5/8/2020,ARR,,,Sherblom Stephen,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARSW,Capstone Experience,EDUCATION,1,99,7,1/13/2020,5/8/2020,ARR,,,Wisdom Sherrie,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARSW1,Capstone Experience,EDUCATION,1,99,1,1/13/2020,5/8/2020,ARR,,,Williamson Shane,ARR,ARRANGED,MAIN,,,,,,,
EDA,78000,ARTM,Capstone Experience,EDUCATION,1,99,14,1/13/2020,5/8/2020,ARR,,,Moeller Trey,ARR,ARRANGED,EDUC EXTENSION,,,,,,,
EDA,78000,PIF31,Capstone Experience,EDUCATION,1,99,0,1/13/2020,5/8/2020,ARR,,,Wisdom Sherrie,ARR,ARRANGED,MAIN,,,,,,,
EDA,79005,OL21,Special Topics: Technology in Education-Administrative Focus,EDUCATION,3,20,2,3/16/2020,5/8/2020,ARR,,,Thompson Tonya,ONLIN,ONLINE,ONLINE,,,,,,,
EDA,79006,OL01,Special Topics: Writing for Research,EDUCATION,3,15,1,1/13/2020,5/8/2020,ARR,,,Wisdom Sherrie,ONLIN,ONLINE,MAIN,,,,,,,
EDA,79901,OL01,"Special Topics: Rsrch Dsgn, Mthds, and Ethics in Ed Rsrch",EDUCATION,3,15,2,1/13/2020,5/8/2020,ARR,,,Leavitt Lynda,ONLIN,ONLINE,ONLINE,,,,,,,
EDAB,65000,31,Specialist Project-Behavioral Analysis Program,EDUCATION,3,25,1,1/13/2020,5/8/2020,R,7:05PM,9:35PM,Pavone Maggie,ROEMR,208,MAIN,,,,,,,
EDAH,71500,OL01,Business Management in Higher Education Administration,EDUCATION,3,20,9,1/13/2020,5/8/2020,ARR,,,Wood John,ONLIN,ONLINE,ONLINE,,,,,,,
EDAH,71600,HYB02,Public Policy in Higher Education,EDUCATION,3,20,7,1/13/2020,5/8/2020,M,7:05PM,9:35PM,Williams Michael,ROEMR,217,MAIN,,,,,,,
EDC,52100,TUT01,Classroom Teaching/Management for Counselors,COUNSELING,3,2,1,1/13/2020,5/8/2020,ARR,,,Cook Natalie,TUTRL,TUTORIAL,MAIN,,,,,,,
EDHE,50000,OL01,Introduction to Higher Education Administration,EDUCATION,0,20,6,1/13/2020,5/8/2020,ARR,,,Nasser Mitch,ONLIN,ONLINE,ONLINE,,,,,,,
EDHE,52000,OL01,Leadership Development,EDUCATION,3,20,15,1/13/2020,5/8/2020,ARR,,,Neunuebel Brittany,ONLIN,ONLINE,ONLINE,,,,,,,
EDHE,52500,OL01,Student Development and Student Affairs,EDUCATION,3,20,10,1/13/2020,5/8/2020,ARR,,,Schoper Sarah,ONLIN,ONLINE,ONLINE,,,,,,,
EDHE,53000,OL01,Practicum in Higher Education ,EDUCATION,3,20,4,1/13/2020,5/8/2020,ARR,,,Nasser Mitch,ONLIN,ONLINE,ONLINE,,,,,,,
EDHE,54000,OL01,Social Issues in Education,EDUCATION,3,20,10,1/13/2020,5/8/2020,ARR,,,Williamson Shane,ONLIN,ONLINE,ONLINE,,,,,,,
EDHE,55000,OL01,Project in Higher Education,EDUCATION,3,15,5,1/13/2020,5/8/2020,ARR,,,Nasser Mitch,ONLIN,ONLINE,ONLINE,,,,,,,
EDL,50500,OL11,Library Media Administration ,EDUCATION,3,20,3,1/13/2020,3/8/2020,ARR,,,Northrup-Thompson Christina,ONLIN,ONLINE,ONLINE,,,,,,,
EDL,51000,OL11,Organizing Information,EDUCATION,3,20,3,1/13/2020,3/8/2020,ARR,,,Thompson Tonya,ONLIN,ONLINE,MAIN,,,,,,,
EDL,53000,OL21,Curriculum and the Media Center ,EDUCATION,3,20,9,3/16/2020,5/8/2020,ARR,,,Northrup-Thompson Christina,ONLIN,ONLINE,ONLINE,,,,,,,
EDR,57500,OL01,Action Research,EDUCATION,3,22,11,1/13/2020,5/8/2020,ARR,,,Peach Amy,ONLIN,ONLINE,ONLINE,,,,,,,
EDRL,50810,OL01,Reading Mthds for Students w/Dyslexia & Struggling Readers,EDUCATION,3,15,10,1/13/2020,5/8/2020,ARR,,,Schwartz Stephen,ONLIN,ONLINE,MAIN,,,,,,,
EDRL,51010,OL01,Assessment Driven Literacy Instruction,EDUCATION,3,25,7,1/13/2020,5/8/2020,ARR,,,Schwartz Stephen,ONLIN,ONLINE,ONLINE,,,,,,,
EDRL,57100,OL01,Pedagogy for Effective Literacy Practices,EDUCATION,3,25,1,1/13/2020,5/8/2020,ARR,,,Schwartz Stephen,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,30200,OL11,Behavior Management,EDUCATION,3,25,11,1/13/2020,3/8/2020,ARR,,,Huddleston Melissa,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,33300,OL11,Speech and Language Development for the Exceptional Learner,EDUCATION,3,25,26,1/13/2020,3/8/2020,ARR,,,Russ Kathleen,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,33700,OL21,Special Education Counseling,EDUCATION,3,25,13,3/16/2020,5/8/2020,ARR,,,Panagos Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,34000,HYB11,Career Development,EDUCATION,3,25,5,1/13/2020,5/8/2020,W,7:05PM,9:35PM,Pendergrass Wendi,YOUNG,204,MAIN,,,,,,,
EDS,35000,HYB01,Pract for Tchg Chldrn w/Disabilities in Cross-Cat Settings,EDUCATION,3,25,6,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Wilson Pat,YOUNG,204,MAIN,,,,,,,
EDS,50200,OL21,Behavior Management,EDUCATION,3,22,19,3/16/2020,5/8/2020,ARR,,,Huddleston Melissa,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,53000,OL21,Intro & Meth Tchg Chldrn w/Disabilities Cross Cat Settings,EDUCATION,4,22,4,3/16/2020,5/8/2020,ARR,,,Panagos Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,53300,OL11,Speech and Language Development for the Exceptional Learner,EDUCATION,3,25,10,1/13/2020,3/8/2020,ARR,,,Russ Kathleen,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,53700,OL11,Special Education Counseling,EDUCATION,3,25,24,1/13/2020,3/8/2020,ARR,,,Panagos Rebecca,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,55000,HYB02,Pract for Tchg Children w/Disabilities in Cross-Cat Settings,EDUCATION,3,10,1,1/13/2020,5/8/2020,M,4:25PM,6:55PM,Wilson Pat,YOUNG,204,MAIN,,,,,,,
EDS,56000,OL21,"Intro Fam Cntrd Pract Early Intrvntn Autism, Vis Imp, Deaf",EDUCATION,3,25,8,3/16/2020,5/8/2020,ARR,,,Hantak Kelly,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,56100,OL11,Characteristics of Young Chldrn w/Autism Spectrum Disorders,EDUCATION,3,25,7,1/13/2020,3/8/2020,ARR,,,Freeman Janis,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,57200,OL01,Designing Effective Clsrms for Yng Chldrn w/Autism Spectrum,EDUCATION,3,20,11,1/13/2020,5/8/2020,ARR,,,Mrozowicz Elizabeth,ONLIN,ONLINE,ONLINE,,,,,,,
EDS,58300,HYBD1,Enhancing Social-Comm & Lang Skills for Students with Autism,EDUCATION,3,20,3,1/13/2020,5/8/2020,M,7:05PM,9:35PM,Sanders Randy,ROEMR,323,MAIN,,,,,,,
