Department,Course,Section,Title,Course Division,Credits,Limit,Enrolled,Start Date,End Date,Offer Days1,Time From1,Time To1,Instructor1,Room Abbreviation1,Room Number1,Campus1,Offer Days2,Time From2,Time To2,Instructor2,Room Abbreviation2,Room Number2,Campus2
HFS,18500,OL01,Medical Terminology,HEALTH SCIENCE,2,20,22,1/13/2020,5/8/2020,ARR,,,Cox Emily,ONLIN,ONLINE,ONLINE,,,,,,,
HFS,18500,OL02,Medical Terminology,HEALTH SCIENCE,2,20,20,1/13/2020,5/8/2020,ARR,,,Cox Emily,ONLIN,ONLINE,ONLINE,,,,,,,
HFS,20500,OL11,Health Concepts,HEALTH SCIENCE,3,25,30,1/13/2020,3/8/2020,ARR,,,Alameda Annie,ONLIN,ONLINE,ONLINE,,,,,,,
HFS,20700,11,Human Anatomy and Physiology (GE-NatSciLab)(GE-BioSciLab),HEALTH SCIENCE,4,25,23,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Cole Yvonne,YOUNG,104,MAIN,R,11:00AM,1:20PM,Cole Yvonne,YOUNG,115,MAIN
HFS,21500,11,Introduction to Health and Fitness Sciences ,HEALTH SCIENCE,3,30,35,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Pennington Heather,LARC,03,MAIN,MWF,11:00AM,11:50AM,Wilkerson Stephen,LARC,03,MAIN
HFS,24300,2HLF1,Professional Associations and Conferences,HEALTH SCIENCE,1,99,4,3/16/2020,5/8/2020,ARR,,,Kemp Kimi,ARR,ARRANGED,MAIN,,,,,,,
HFS,30000,OL21,Community Health,HEALTH SCIENCE,3,20,26,3/16/2020,5/8/2020,ARR,,,Alameda Annie,ONLIN,ONLINE,ONLINE,,,,,,,
HFS,30500,2HLF1,Measurement & Evaluation in Physical Education,HEALTH SCIENCE,3,5,7,3/16/2020,5/8/2020,ARR,,,Kirk Brian,ARR,ARRANGED,MAIN,,,,,,,
HFS,31000,11,Kinesiology of Physical Education,HEALTH SCIENCE,3,30,5,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Horn Kari,MAB,302,MAIN,,,,,,,
HFS,31000,BV11,Kinesiology of Physical Education,BV-SCIENCES,3,25,9,1/13/2020,5/8/2020,MW,11:00AM,12:15PM,Slone Stephen,BLV-M,205,BELLEVILLE,,,,,,,
HFS,33000,11,"Recreation, Sport, and Fitness Administration",HEALTH SCIENCE,3,30,32,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Carter Joshua,SPLMN,4105,MAIN,,,,,,,
HFS,35000,PIF11,Practicum ,HEALTH SCIENCE,3,20,21,1/13/2020,5/8/2020,M,2:30PM,4:30PM,Gustafson Susan,ROEMR,302,MAIN,,,,,,,
HFS,35000,TUT01,Practicum ,HEALTH SCIENCE,2,1,1,1/13/2020,5/8/2020,ARR,,,Gustafson Susan,TUTRL,TUTORIAL,MAIN,,,,,,,
HFS,40000,11,Adapted Physical Education,HEALTH SCIENCE,3,25,18,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Pennington Heather,ROEMR,321,MAIN,,,,,,,
HFS,45000,PIF11,Internship,HEALTH SCIENCE,3,35,20,1/13/2020,5/8/2020,M,2:30PM,4:30PM,Crow Lori,SPLMN,4105,MAIN,,,,,,,
HFS,45000,PIF12,Internship,HEALTH SCIENCE,3,20,10,1/13/2020,5/8/2020,M,2:30PM,4:30PM,Gustafson Susan,SPLMN,4105,MAIN,,,,,,,
HIS,10700,BV11,African-American History (GE-HC:USHisGov/HD),BV-HUMANITIES,3,20,22,1/13/2020,5/8/2020,MW,9:30AM,10:45AM,Gangloff Amy,BLV-M,306,BELLEVILLE,,,,,,,
HIS,31500,BV11,History of Gender in America,BV-HUMANITIES,3,20,14,1/13/2020,5/8/2020,TR,12:30PM,1:45PM,Gangloff Amy,BLV-L,107,BELLEVILLE,,,,,,,
HIS,38203,OLB21,Sel Tpcs: State & Society in Nazi Germany (GE-HC:ForCul/HD),BV-HUMANITIES,3,20,24,3/16/2020,5/8/2020,ARR,,,Welsh Jennifer,ONLIN,ONLINE,ONLINE,,,,,,,
HIS,38204,OLB11,Sel Tpcs: Adv. Medieval Europe 500-1500 (GE-HC:ForCul/HD),BV-HUMANITIES,3,20,15,1/13/2020,3/8/2020,ARR,,,Welsh Jennifer,ONLIN,ONLINE,ONLINE,,,,,,,
HIS,40000,BV11,Senior Seminar in History,BV-HUMANITIES,3,10,3,1/13/2020,5/8/2020,MW,8:00AM,9:15AM,Gangloff Amy,BLV-L,115,BELLEVILLE,,,,,,,
HIST,10100,11,Wrld Hist: Empires&Exchgs since 1500(GE-HC:WHis/HD)(GE-WHis),HUMANITIES,3,25,24,1/13/2020,5/8/2020,MWF,1:00PM,1:50PM,Kerksiek Jo,ROEMR,323,MAIN,,,,,,,
HIST,10100,OL11,Wrld Hist: Empires&Exchgs since 1500(GE-HC:WHis/HD)(GE-WHis),HUMANITIES,3,22,20,1/13/2020,3/8/2020,ARR,,,Cohen Theodore,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,10100,OL12,WrldHist:Emprs/Exchgs1500(GE-HC:WHis/HD)(GE-WHis)OnlnStuOnly,HUMANITIES,3,22,19,1/13/2020,3/8/2020,ARR,,,Gray Tracy,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,10100,OL21,WrldHist:Emprs/Exchgs1500(GE-HC:WHis/HD)(GE-WHis)OnlnStuOnly,HUMANITIES,3,15,15,3/16/2020,5/8/2020,ARR,,,Kerksiek Jo,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11100,OL01,US Hist: Colony to New Republic(GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,22,23,1/13/2020,5/8/2020,ARR,,,Gangloff Amy,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11100,OL11,USHst:ColnytoNwRpblc(GE-HC:USHisGov)(GE-AmGovHis)OnlnStuOnly,HUMANITIES,3,22,22,1/13/2020,3/8/2020,ARR,,,Severson William,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11200,11,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,22,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Smith Jeffrey,ROEMR,306,MAIN,,,,,,,
HIST,11200,12,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,21,1/13/2020,5/8/2020,W,4:00PM,6:30PM,Glankler William,HARMN,259,MAIN,,,,,,,
HIST,11200,13,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,26,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Whaley Michael,LARC,207,MAIN,,,,,,,
HIST,11200,14,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,24,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Whaley Michael,LARC,108,MAIN,,,,,,,
HIST,11200,OL11,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,22,23,1/13/2020,3/8/2020,ARR,,,Whaley Michael,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11200,OL21,US Hist: New Repub-World Power (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,22,23,3/16/2020,5/8/2020,ARR,,,Whaley Michael,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11300,11,US History: American Century (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,25,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Smith Kris,LARC,03,MAIN,,,,,,,
HIST,11300,OL21,US History: American Century (GE-HC: USHisGov)(GE-AmGovHis),HUMANITIES,3,22,22,3/16/2020,5/8/2020,ARR,,,Smith Kris,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,11400,2HSC1,America thr. Bus. and Labor (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,20,3,3/16/2020,5/8/2020,T,6:00PM,10:00PM,Severson William,SOCO,202,SOUTH COUNTY,,,,,,,
HIST,11600,11,America thr. History of Race(GE-HC:USHisGov/HD)(GE-AmGovHis),HUMANITIES,3,25,24,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Cohen Theodore,ROEMR,313,MAIN,,,,,,,
HIST,11701,11,Amer Military Hist since 1941 (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,26,1/13/2020,5/8/2020,MWF,8:00AM,8:50AM,Heidenreich Don,ROEMR,302,MAIN,,,,,,,
HIST,11900,11,U.S.Hist: The History of Death and Mourning(GE-HC:USHisGov),HUMANITIES,3,25,24,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Smith Jeffrey,LARC,03,MAIN,,,,,,,
HIST,12000,11,America through Sport (GE-HC:USHisGov)(GE-AmGovHis),HUMANITIES,3,25,25,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Gietschier Steven,LARC,118,MAIN,,,,,,,
HIST,20100,11,Historical Methods ,HUMANITIES,3,15,9,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Smith Kris,ROEMR,332,MAIN,,,,,,,
HIST,24400,11,The Nazi State (GE-HC:ForCul/HD),HUMANITIES,3,21,21,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Kerksiek Jo,ROEMR,315,MAIN,,,,,,,
HIST,24500,11,History of the British Isles (GE-HC:ForCul/HD),HUMANITIES,3,25,13,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Kerksiek Jo,ROEMR,315,MAIN,,,,,,,
HIST,26400,11,History of Asia (GE-HC:ForCul/HD)(GE-CrsClt),HUMANITIES,3,25,22,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Arendt Brian,ROEMR,202,MAIN,,,,,,,
HIST,30200,11,Public History,HUMANITIES,3,20,14,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Gietschier Steven,LARC,118,MAIN,,,,,,,
HIST,32000,OL01,America: The Search for a More Perfect Union(GE-HC:UsHisGov),HUMANITIES,3,20,20,1/13/2020,5/8/2020,ARR,,,Smith Jeffrey,ONLIN,ONLINE,ONLINE,,,,,,,
HIST,32600,11,The United States in the Age of the Cold War ,HUMANITIES,3,20,21,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Gietschier Steven,LARC,118,MAIN,,,,,,,
HIST,33100,21,History of Gender in America ,HUMANITIES,3,18,20,1/13/2020,5/8/2020,MW,2:00PM,3:15PM,Smith Kris,ROEMR,217,MAIN,,,,,,,
HIST,36200,11,The Atlantic World (GE-HC:WHis/HD),HUMANITIES,3,15,19,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Cohen Theodore,ROEMR,219,MAIN,,,,,,,
HIST,39008,IS01,Special Topics: Adv. History of Asia,HUMANITIES,3,5,2,1/13/2020,5/8/2020,ARR,,,Arendt Brian,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HIST,39009,IS01,Special Topics: History of the British Isles,HUMANITIES,3,1,1,1/13/2020,5/8/2020,ARR,,,Kerksiek Jo,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HIST,39010,IS01,Special Topics: The Nazi State,HUMANITIES,3,10,4,1/13/2020,5/8/2020,ARR,,,Kerksiek Jo,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HIST,39050,IS01,Special Topics: Reading and Teaching the American Past,HUMANITIES,3,5,1,1/13/2020,5/8/2020,ARR,,,Cohen Theodore,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HIST,40100,21,History Internship ,HUMANITIES,3,15,4,1/13/2020,5/8/2020,ARR,,,Smith Kris,ARR,ARRANGED,MAIN,,,,,,,
HIST,48100,21,Senior Seminar in History ,HUMANITIES,3,12,9,1/13/2020,5/8/2020,T,2:30PM,4:00PM,Cohen Theodore,LARC,217,MAIN,,,,,,,
HM,30200,2HLF1,Healthcare Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,5,3/16/2020,5/8/2020,W,6:00PM,10:00PM,Finnan Ronald,HARMN,121,MAIN,,,,,,,
HM,30200,OL11,Healthcare Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,7,1/13/2020,3/8/2020,ARR,,,Acker Larry,ONLIN,ONLINE,ONLINE,,,,,,,
HM,31010,OL21,Healthcare Financial Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,2,3/16/2020,5/8/2020,ARR,,,Holder Judd,ONLIN,ONLINE,ONLINE,,,,,,,
HM,33300,2HNC1,Legal Issues in Healthcare,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,1,3/16/2020,5/8/2020,M,6:00PM,10:00PM,Scofield Chris,NORCO,301,NORTH COUNTY,,,,,,,
HP,51000,31,Advanced Strength Training,HEALTH SCIENCE,3,5,5,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Cottet Megan,FLD-H,110,MAIN,,,,,,,
HP,53700,OL21,Community Health,HEALTH SCIENCE,3,5,6,3/16/2020,5/8/2020,ARR,,,Alameda Annie,ONLIN,ONLINE,ONLINE,,,,,,,
HP,54100,PIF31,Internships,HEALTH SCIENCE,3,10,5,1/13/2020,5/8/2020,ARR,,,Richmond Scott,INTSH,INTRSHP,MAIN,,,,,,,
HP,54200,31,Statistical Analysis,HEALTH SCIENCE,3,15,14,1/13/2020,5/8/2020,M,4:00PM,6:30PM,Mumford Petey,SPLMN,4095,MAIN,,,,,,,
HP,54300,31,Biomechanics,HEALTH SCIENCE,3,30,1,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Nicholson Matthew,LARC,05,MAIN,,,,,,,
HP,55100,AR21,Independent Study,HEALTH SCIENCE,3,10,3,1/13/2020,5/8/2020,ARR,,,Richmond Scott,ARR,ARRANGED,MAIN,,,,,,,
HP,57600,31,Physiology of Exercise II:Cardiorespiratory & Neuromuscular,HEALTH SCIENCE,3,30,13,1/13/2020,5/8/2020,W,4:00PM,6:30PM,Sunderland Kyle,FLD-H,110,MAIN,,,,,,,
HP,57700,31,Physiolgy of Exercise III:Nutrition & Body Comp Consideratn,HEALTH SCIENCE,3,20,17,1/13/2020,5/8/2020,T,4:00PM,6:30PM,Kerksick Chad,FLD-H,110,MAIN,,,,,,,
HP,58100,2HLF1,Comprehensive Examination,HEALTH SCIENCE,0,20,8,3/16/2020,5/8/2020,ARR,,,Kerksick Chad,ARR,ARRANGED,MAIN,,,,,,,
HP,59111,IS01,Special Topics: Health Behavior Modification Theory,HEALTH SCIENCE,1,5,1,3/16/2020,5/8/2020,ARR,,,Alameda Annie,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HP,59123,ISAA,Special Topics: Nutrition Education Through the Lifecycle,HEALTH SCIENCE,3,5,1,1/13/2020,5/8/2020,ARR,,,Alameda Annie,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HP,59222,IS01,Special Topics: Sports Psychology,HEALTH SCIENCE,3,5,1,1/13/2020,5/8/2020,ARR,,,Wright Paul,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
HP,64007,ARCK,Special Topics: Research for Human Performance,HEALTH SCIENCE,3,2,2,1/13/2020,5/8/2020,ARR,,,Kerksick Chad,ARR,ARRANGED,MAIN,,,,,,,
HP,65000,AR31,Thesis,HEALTH SCIENCE,3,10,7,1/13/2020,5/8/2020,ARR,,,Mumford Petey,ARR,ARRANGED,MAIN,,,,,,,
HRM,36510,11,Human Resource Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,24,27,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Kent Dean,HARMN,233,MAIN,,,,,,,
HRM,36510,12,Human Resource Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,24,22,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Kuhl Dennis,HARMN,145,MAIN,,,,,,,
HRM,36510,2HLF1,Human Resource Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,24,20,3/16/2020,5/8/2020,M,6:00PM,10:00PM,Hendrix Evelyn,HARMN,243,MAIN,,,,,,,
HRM,36510,OL11,Human Resource Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,20,14,1/13/2020,3/8/2020,ARR,,,Hendrix Evelyn,ONLIN,ONLINE,ONLINE,,,,,,,
HRM,36510,OL21,Human Resource Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,20,23,3/16/2020,5/8/2020,ARR,,,Lombardo Augestina,ONLIN,ONLINE,ONLINE,,,,,,,
HRM,36520,11,Labor Relations,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,13,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Kuhl Dennis,HARMN,119,MAIN,,,,,,,
HRM,36520,OL11,Labor Relations,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,18,1/13/2020,3/8/2020,ARR,,,Odenwald Kurt,ONLIN,ONLINE,ONLINE,,,,,,,
HRM,36530,2HSC1,Employee Training and Development,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,1,3/16/2020,5/8/2020,R,6:00PM,10:00PM,Schellingerhout Thomas,SOCO,201,SOUTH COUNTY,,,,,,,
HRM,36530,OL21,Employee Training and Development,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,24,3/16/2020,5/8/2020,ARR,,,Dennis Adam,ONLIN,ONLINE,ONLINE,,,,,,,
HRM,36535,11,Talent Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,11,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Herring Terry,HARMN,121,MAIN,,,,,,,
HRM,36540,1HWZ1,Employment Law,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,2,1/13/2020,3/8/2020,M,6:00PM,10:00PM,Thomsen Jeff,WENTZ,102,WENTZVILLE,,,,,,,
HRM,36540,OL21,Employment Law,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,3/16/2020,5/8/2020,ARR,,,Thomsen Jeff,ONLIN,ONLINE,ONLINE,,,,,,,
HRM,46595,PIF11,Internship,PLASTER BUSINESS & ENTREPRENEURSHIP,3,10,1,1/13/2020,5/8/2020,ARR,,,Wehmer-Callahan Laura,INTSH,INTRSHP,MAIN,,,,,,,
HRM,46599,21,Human Resource Management Capstone,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,10,1/13/2020,5/8/2020,MW,1:00PM,2:15PM,Hendrix Evelyn,HARMN,145,MAIN,,,,,,,
ICS,21300,OL11,Foundations of Information Technology,QTR,3,25,23,1/13/2020,3/8/2020,ARR,,,Hood David,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,21400,OL11,Foundations of Networking,QTR,3,25,12,1/13/2020,3/8/2020,ARR,,,Hood David,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,31000,OL11,Foundations of Cybersecurity,QTR,3,25,11,1/13/2020,3/8/2020,ARR,,,Hood David,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,32700,OL21,Network and Cloud Security,QTR,3,25,3,3/16/2020,5/8/2020,ARR,,,Cook Kristi,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,41100,OL21,Microsoft Windows Server Installation & Configuration,QTR,3,25,1,3/16/2020,5/8/2020,ARR,,,Hood David,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,41400,OL21,Microsoft Server Identity Administration,QTR,3,25,1,3/16/2020,5/8/2020,ARR,,,Hood David,ONLIN,ONLINE,ONLINE,,,,,,,
ICS,43400,OL21,Network Management,QTR,3,25,3,3/16/2020,5/8/2020,ARR,,,Curtis Jacob,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,21500,OL11,Programming Logic and Design,QTR,3,25,20,1/13/2020,3/8/2020,ARR,,,Patterson Raygene,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,22000,OL11,Hardware and Operating Systems,QTR,3,25,11,1/13/2020,3/8/2020,ARR,,,Daniels Jr. James,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,22000,OL21,Hardware and Operating Systems,QTR,3,25,18,3/16/2020,5/8/2020,ARR,,,Daniels Jr. James,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,31400,OL21,Agile Software Development,QTR,3,25,2,3/16/2020,5/8/2020,ARR,,,Patterson Raygene,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,33400,OL21,Ethical Issues in Cybersecurity,QTR,3,25,3,3/16/2020,5/8/2020,ARR,,,Smith Mike,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,33500,OL11,Blockchain Technology for Business,QTR,3,25,6,1/13/2020,3/8/2020,ARR,,,Hanson Richard,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,34050,OL21,C# Programming,QTR,3,25,7,3/16/2020,5/8/2020,ARR,,,Patterson Raygene,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,35100,OL21,Database Analysis and Design Concepts,QTR,3,25,22,3/16/2020,5/8/2020,ARR,,,Hanson Richard,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,37700,OL21,Fundamentals of HTML,QTR,3,25,1,3/16/2020,5/8/2020,ARR,,,Brueggemann Tim,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,41000,OL21,Systems Analysis and Design,QTR,3,25,0,3/16/2020,5/8/2020,ARR,,,Kennedy Jerry,ONLIN,ONLINE,ONLINE,,,,,,,
IIT,48100,OL21,Project Management in Information Technology,QTR,3,25,19,3/16/2020,5/8/2020,ARR,,,"Turnbeaugh, MPM Meegan",ONLIN,ONLINE,ONLINE,,,,,,,
INTL,38000,11,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,27,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Sharp Chryssa,HARMN,251,MAIN,,,,,,,
INTL,38000,12,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,27,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Sharp Chryssa,HARMN,251,MAIN,,,,,,,
INTL,38000,13,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,27,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,McCane Stephen,HARMN,251,MAIN,,,,,,,
INTL,38000,14,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,McCane Stephen,HARMN,251,MAIN,,,,,,,
INTL,38000,15,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Loughlin John,HARMN,251,MAIN,,,,,,,
INTL,38000,2HWP1,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,18,3/16/2020,5/8/2020,M,6:00PM,10:00PM,Moehlenpah Andrew,WPORT,256,WESTPORT,,,,,,,
INTL,38000,BV12,Global Business and Society,BV-BUSINESS & ENTREPRENEURSHIP,3,25,5,1/13/2020,5/8/2020,MW,12:30PM,1:45PM,Tuju Sila,BLV-L,113,BELLEVILLE,,,,,,,
INTL,38000,OL11,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,26,1/13/2020,3/8/2020,ARR,,,Dahlberg William,ONLIN,ONLINE,ONLINE,,,,,,,
INTL,38000,OL12,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,23,1/13/2020,3/8/2020,ARR,,,Daly Shelly,ONLIN,ONLINE,ONLINE,,,,,,,
INTL,38000,OL21,Global Business and Society,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,31,3/16/2020,5/8/2020,ARR,,,Dahlberg William,ONLIN,ONLINE,ONLINE,,,,,,,
INTL,48010,21,International Marketing,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,21,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Coble Kyle,HARMN,243,MAIN,,,,,,,
INTL,48010,OL21,International Marketing,PLASTER BUSINESS & ENTREPRENEURSHIP,3,20,22,3/16/2020,5/8/2020,ARR,,,Coble Kyle,ONLIN,ONLINE,ONLINE,,,,,,,
INTL,48020,OL11,International Finance,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,25,1/13/2020,3/8/2020,ARR,,,Loughlin John,ONLIN,ONLINE,ONLINE,,,,,,,
INTL,48032,11,International Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,20,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Sharp Chryssa,HARMN,250,MAIN,,,,,,,
INTL,48070,21,Int'l Business & Crs-Cultur Com (GE-HC:ForCul/HD)(GE-CrsClt),PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,18,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Vallorani Edward,HARMN,231,MAIN,,,,,,,
INTL,48070,SHBV1,Int'l Business & Crs-Cultur Com (GE-HC:ForCul/HD)(GE-CrsClt),BV-BUSINESS & ENTREPRENEURSHIP,3,25,3,1/13/2020,5/8/2020,W,11:00AM,12:15PM,Tuju Sila,BLV-L,107,BELLEVILLE,,,,,,,
INTL,48080,HYB01,"Global Leadership: Insight, Engagement, and Teamwork",PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,12,1/13/2020,5/8/2020,R,1:00PM,2:15PM,Daly Shelly,HARMN,251,MAIN,,,,,,,
INTL,48085,11,International Business Strategy and Management,PLASTER BUSINESS & ENTREPRENEURSHIP,3,30,16,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Vallorani Edward,HARMN,138,MAIN,,,,,,,
INTL,48095,PIF11,Internship,PLASTER BUSINESS & ENTREPRENEURSHIP,3,10,1,1/13/2020,5/8/2020,ARR,,,Wehmer-Callahan Laura,INTSH,INTRSHP,MAIN,,,,,,,
INTL,49005,21,Special Topics: Asian Business,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,22,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,McCane Stephen,HARMN,250,MAIN,,,,,,,
IPC,51000,80,Foundations of School Counseling,COUNSELING,3,25,19,1/13/2020,5/8/2020,M,5:30PM,7:59PM,Patterson-Mills Sarah,LARC,213,MAIN,,,,,,,
IPC,51000,SW,Foundations of School Counseling,COUNSELING,3,20,16,1/13/2020,5/8/2020,R,4:25PM,6:55PM,Robinson Scott,SPRIN,SPRINGFILD SITE,EDUC EXTENSION,,,,,,,
IPC,51100,80,Foundations of Professional Counseling,COUNSELING,3,25,19,1/13/2020,5/8/2020,W,5:30PM,7:59PM,Brougham Lisa,LARC,214,MAIN,,,,,,,
IPC,51200,81,Ethics and Professional Issues,COUNSELING,3,25,21,1/13/2020,5/8/2020,W,8:00PM,10:30PM,Ankenbrand Ank,LARC,213,MAIN,,,,,,,
IPC,51200,83,Ethics and Professional Issues,COUNSELING,3,25,13,1/13/2020,5/8/2020,M,5:30PM,7:59PM,Baker Kelly,LARC,03,MAIN,,,,,,,
IPC,51300,82,Principles of School Counseling,COUNSELING,3,25,24,1/13/2020,5/8/2020,M,8:00PM,10:30PM,Quain Kimberly,LARC,117,MAIN,,,,,,,
IPC,51301,HYB01,"Foliotek Seminar, Missouri School Counseling Program",COUNSELING,0,50,32,1/13/2020,5/8/2020,ARR,,,Thompson Jason,ARR,ARRANGED,MAIN,,,,,,,
IPC,52100,80,Human Growth and Development,COUNSELING,3,25,17,1/13/2020,5/8/2020,W,5:30PM,7:59PM,Hampton Anita,YOUNG,104,MAIN,,,,,,,
IPC,52100,81,Human Growth and Development,COUNSELING,3,25,18,1/13/2020,5/8/2020,M,8:00PM,10:30PM,Kirk Jeanie,YOUNG,310,MAIN,,,,,,,
IPC,52100,BV1,Human Growth and Development,BV-EDUCATION & SOCIAL SCIENCES,3,28,14,1/13/2020,5/8/2020,M,8:00PM,10:30PM,Mitchell-Endsley Christine,BLV-M,304,BELLEVILLE,,,,,,,
